Slipknot,All Hope Is Gone,'Til We Die,01 Apr 2020 17:39
Muse,Origin of Symmetry,New Born,01 Apr 2020 14:17
Slipknot,All Hope Is Gone,Psychosocial,01 Apr 2020 14:12
Slipknot,Vol. 3: The Subliminal Verses,Vermilion,01 Apr 2020 14:06
Slipknot,Vol. 3: The Subliminal Verses,Duality,01 Apr 2020 14:02
Slipknot,All Hope Is Gone,Dead Memories,01 Apr 2020 13:56
Disturbed,Indestructible (Deluxe Edition),The Curse,01 Apr 2020 13:52
Disturbed,Indestructible (Deluxe Edition),The Night,01 Apr 2020 13:47
System of a Down,Hypnotize,Hypnotize,01 Apr 2020 13:44
System of a Down,Hypnotize,Kill Rock 'n Roll,01 Apr 2020 13:42
Slipknot,All Hope Is Gone,All Hope Is Gone,01 Apr 2020 13:37
Boston Manor,Everything Is Ordinary,Everything Is Ordinary,01 Apr 2020 13:24
Disturbed,Believe,Remember,01 Apr 2020 13:20
Disturbed,Believe,Believe,01 Apr 2020 13:15
System of a Down,Hypnotize,Holy Mountains,01 Apr 2020 13:10
Disturbed,Ten Thousand Fists,Deify,01 Apr 2020 13:05
Metallica,Master Of Puppets (Remastered),Master of Puppets,01 Apr 2020 12:57
Sharon Van Etten,Remind Me Tomorrow,Stay,01 Apr 2020 12:42
Bring Me the Horizon,amo,Mother Tongue,01 Apr 2020 12:38
Bring Me the Horizon,amo,sugar honey ice & tea,01 Apr 2020 12:34
Bring Me the Horizon,amo,Wonderful Life (feat. Dani Filth),01 Apr 2020 12:29
Bring Me the Horizon,amo,In The Dark,01 Apr 2020 12:25
Bring Me the Horizon,amo,Nihilist Blues (feat. Grimes),01 Apr 2020 12:19
Bring Me the Horizon,amo,Mantra,01 Apr 2020 12:16
Red Vox,Kerosene,Foot In The Door,01 Apr 2020 12:13
Alice in Chains,Jar of Flies,No Excuses,01 Apr 2020 12:09
Alice in Chains,Jar of Flies,Nutshell,01 Apr 2020 11:37
Frank Turner,Love Ire & Song,Photosynthesis,01 Apr 2020 10:14
Frank Turner,Tape Deck Heart (Deluxe Edition),Recovery,01 Apr 2020 10:11
Frank Turner,Be More Kind,Be More Kind,01 Apr 2020 10:07
PUP,The Dream Is Over,Pine Point,01 Apr 2020 10:03
PUP,The Dream Is Over,DVP,01 Apr 2020 10:00
PUP,Morbid Stuff,See You At Your Funeral,01 Apr 2020 09:56
Amon Amarth,Jomsviking,A Dream That Cannot Be,01 Apr 2020 09:52
Post Malone,Hollywood's Bleeding,Wow.,01 Apr 2020 08:25
Halsey,Manic,You Should Be Sad,01 Apr 2020 08:22
letlive.,If I'm The Devil...,A Weak Ago,01 Apr 2020 08:18
Post Malone,beerbongs & bentleys,92 Explorer,01 Apr 2020 08:15
letlive.,Fake History,Muther,01 Apr 2020 08:09
Foo Fighters,Sonic Highways,Something from Nothing,01 Apr 2020 08:04
65daysofstatic,One Time for All Time,Radio Protector,01 Apr 2020 07:59
65daysofstatic,No Man's Sky: Music for an Infinite Universe,Hypersleep,01 Apr 2020 07:56
Post Malone,Hollywood's Bleeding,Take What You Want (feat. Ozzy Osbourne & Travis Scott),01 Apr 2020 07:52
Dua Lipa,Future Nostalgia,Physical,01 Apr 2020 07:49
Dua Lipa,Future Nostalgia,Don't Start Now,01 Apr 2020 07:46
Post Malone,Hollywood's Bleeding,Saint-Tropez,01 Apr 2020 07:43
Post Malone,Hollywood's Bleeding,Hollywood's Bleeding,01 Apr 2020 07:41
Lana Del Rey,Season Of The Witch (From The Motion Picture Scary Stories To Tell In The Dark),Season of the Witch,01 Apr 2020 07:37
Lana Del Rey,Lust for Life,Heroin,01 Apr 2020 07:31
Weezer,Weezer,Surf Wax America,01 Apr 2020 07:28
Weezer,Weezer,Undone - The Sweater Song,01 Apr 2020 07:22
36 Crazyfists,Rest Inside The Flames,On Any Given Night,01 Apr 2020 06:28
36 Crazyfists,A Snow Capped Romance,Bloodwork,01 Apr 2020 06:24
36 Crazyfists,A Snow Capped Romance,Installing The Catheter,01 Apr 2020 06:21
Weezer,Weezer,Pork and Beans,01 Apr 2020 06:17
Weezer,Weezer,The Greatest Man That Ever Lived (Variations on a Shaker Hymn),01 Apr 2020 06:12
Weezer,Raditude (International Deluxe Version),Trippin' Down the Freeway,01 Apr 2020 05:49
Weezer,Pacific Daydream,Feels Like Summer,01 Apr 2020 05:46
Weezer,Pacific Daydream,Mexican Fender,01 Apr 2020 05:43
Weezer,Weezer (Green Album),Knock-Down Drag-Out,01 Apr 2020 05:41
In Flames,Whoracle,Dialogue With The Stars,01 Apr 2020 05:37
Fear Factory,Obsolete [Special Edition],Edgecrusher,01 Apr 2020 05:34
Trivium,The Sin And The Sentence,The Wretchedness Inside,01 Apr 2020 05:28
Weezer,Weezer (Green Album),Photograph,31 Mar 2020 13:33
Weezer,Weezer (Green Album),Don't Let Go,31 Mar 2020 13:30
Weezer,Weezer (Black Album),Living in L.A.,31 Mar 2020 13:25
Weezer,Hurley,Where's My Sex?,31 Mar 2020 13:21
Weezer,Hurley,Memories,31 Mar 2020 13:18
Trivium,Shogun (Special Edition),Throes of Perdition,31 Mar 2020 13:12
Trivium,Shogun (Special Edition),Into The Mouth Of Hell We March,31 Mar 2020 13:06
Weezer,Weezer (Black Album),Zombie Bastards,31 Mar 2020 13:02
Weezer,Weezer (Black Album),Can't Knock The Hustle,31 Mar 2020 12:58
Weezer,Weezer (Black Album),High as a Kite,31 Mar 2020 12:54
Killswitch Engage,The End Of Heartache (Special Edition),The End Of Heartache,31 Mar 2020 12:49
Killswitch Engage,As Daylight Dies (Special Edition),This Fire,31 Mar 2020 12:46
YNW Melly,We All Shine,Mixed Personalities (feat. Kanye West),31 Mar 2020 12:42
XXXTentacion,Skins,One Minute (feat. Kanye West & Travis Barker),31 Mar 2020 12:39
Mastodon,Emperor of Sand,Show Yourself,31 Mar 2020 12:36
Avenged Sevenfold,Sounding the Seventh Trumpet,Shattered By Broken Dreams,31 Mar 2020 12:29
Avenged Sevenfold,Sounding the Seventh Trumpet,Streets,31 Mar 2020 12:26
Avenged Sevenfold,Sounding the Seventh Trumpet,Thick and Thin,31 Mar 2020 12:22
Avenged Sevenfold,Sounding the Seventh Trumpet,Forgotten Faces,31 Mar 2020 12:18
Avenged Sevenfold,Sounding the Seventh Trumpet,Breaking Their Hold,31 Mar 2020 12:17
Avenged Sevenfold,Sounding the Seventh Trumpet,An Epic of Time Wasted,31 Mar 2020 11:56
Avenged Sevenfold,Sounding the Seventh Trumpet,Warmness on the Soul,31 Mar 2020 11:52
Avenged Sevenfold,Sounding the Seventh Trumpet,Lips of Deceit,31 Mar 2020 11:47
Avenged Sevenfold,Sounding the Seventh Trumpet,We Come Out at Night,31 Mar 2020 11:43
Avenged Sevenfold,Sounding the Seventh Trumpet,The Art of Subconscious Illusion,31 Mar 2020 11:39
Avenged Sevenfold,Sounding the Seventh Trumpet,Darkness Surrounding,31 Mar 2020 11:34
Avenged Sevenfold,Sounding the Seventh Trumpet,Turn the Other Way,31 Mar 2020 11:28
Avenged Sevenfold,Sounding the Seventh Trumpet,To End the Rapture,31 Mar 2020 10:55
My Enemies & I,The Beast Inside,Perfect,31 Mar 2020 10:51
My Enemies & I,The Beast Inside,Funeral Party,31 Mar 2020 10:48
Dry Kill Logic,The Darker Side of Nonsense,Rot,31 Mar 2020 10:43
Trivium,Shogun (Special Edition),Down From the Sky,31 Mar 2020 10:36
Ded,Mis-An-Thrope,Anti-Everything,31 Mar 2020 10:33
Ded,Mis-An-Thrope,Hate Me,31 Mar 2020 10:30
Trivium,The Sin And The Sentence,Beauty in the Sorrow,31 Mar 2020 10:25
Trivium,The Crusade,Ignition,31 Mar 2020 10:21
Trivium,The Sin And The Sentence,Other Worlds,31 Mar 2020 10:16
Be'lakor,Stone's Reach,Sun's Delusion,31 Mar 2020 10:07
Be'lakor,Stone's Reach,Venator,31 Mar 2020 09:58
The All-American Rejects,Sweat,Sweat,31 Mar 2020 09:55
Butcher Babies,Lilith,Headspin,31 Mar 2020 09:06
Reagan Youth,A Collection of Pop Classics,(You're a) gonowhere,31 Mar 2020 09:05
Beastie Boys,Hello Nasty (Deluxe Version/Remastered 2009),Intergalactic - Remastered,31 Mar 2020 09:01
F-Minus,Baby Jesus Sliced Up in the Manger,So You Wanna Be A Cop?,31 Mar 2020 08:57
Leftöver Crack,Fuck World Trade (Reissue),Gang Control,31 Mar 2020 08:55
Leftöver Crack,Mediocre Generica,Nazi White Trash,31 Mar 2020 08:52
Butcher Babies,Lilith,Lilith,31 Mar 2020 08:48
Choking Victim,No Gods / No Managers,500 Channels,31 Mar 2020 08:45
The Game,The Documentary,How We Do,31 Mar 2020 08:41
In This Moment,Mother,Into Dust,31 Mar 2020 08:05
In This Moment,Mother,Lay Me Down,31 Mar 2020 08:01
In This Moment,Mother,Hunting Grounds (feat. Joe Cotela of Ded),31 Mar 2020 07:57
In This Moment,Mother,Holy Man,31 Mar 2020 07:53
In This Moment,Mother,God Is She,31 Mar 2020 07:48
In This Moment,Mother,Born in Flames,31 Mar 2020 07:44
In This Moment,Mother,As Above So Below,31 Mar 2020 07:40
In This Moment,Mother,Mother,31 Mar 2020 07:36
In This Moment,Mother,We Will Rock You (feat. Maria Brink Lzzy Hale and Taylor Momsen),31 Mar 2020 07:18
In This Moment,Mother,Legacy,31 Mar 2020 06:26
In This Moment,Mother,The In-Between,31 Mar 2020 06:20
In This Moment,Mother,The Red Crusade - Interlude,31 Mar 2020 06:20
In This Moment,Mother,Fly Like An Eagle,31 Mar 2020 06:16
In This Moment,Mother,The Beginning - Interlude,31 Mar 2020 05:35
The All-American Rejects,Sweat,Sweat,31 Mar 2020 05:32
NOFX,Coaster,Blasphemy (The Victimless Crime),30 Mar 2020 18:08
Bad Religion,Against the Grain,Flat Earth Society,30 Mar 2020 18:05
Bad Religion,Suffer,Suffer,30 Mar 2020 18:04
The All-American Rejects,Sweat,Sweat,30 Mar 2020 18:01
Atreyu,Long Live,Start To Break,30 Mar 2020 17:56
Bad Religion,The Gray Race,Punk Rock Song,30 Mar 2020 17:53
Bad Religion,The Empire Strikes First,God's Love,30 Mar 2020 17:51
NOFX,Coaster,Blasphemy (The Victimless Crime),30 Mar 2020 17:51
NOFX,Punk in Drublic,Linoleum,30 Mar 2020 14:30
Dead Kennedys,Plastic Surgery Disasters/In God We Trust Inc.,Nazi Punks Fuck Off,30 Mar 2020 14:29
Dead Kennedys,Plastic Surgery Disasters/In God We Trust Inc.,Religious Vomit,30 Mar 2020 14:28
Bad Religion,New Maps Of Hell (Deluxe Edition),New Dark Ages,30 Mar 2020 14:26
The Pretty Reckless,Hit Me Like A Man EP,Under the Water,30 Mar 2020 14:17
The Pretty Reckless,Hit Me Like A Man EP,Hit Me Like a Man,30 Mar 2020 14:14
NOFX,Wolves in Wolves' Clothing,Leaving Jesusland,30 Mar 2020 14:10
The Pretty Reckless,Witchy Vibes,Cold Blooded,30 Mar 2020 14:06
Beastie Boys,Hello Nasty (Deluxe Version/Remastered 2009),Super Disco Breakin' - Remastered,30 Mar 2020 14:04
NOFX,I Love You More Than I Hate Me,I Love You More Than I Hate Me,30 Mar 2020 14:01
At the Drive-In,Relationship of Command,One Armed Scissor,30 Mar 2020 13:32
At the Drive-In,Relationship of Command,Quarantined,30 Mar 2020 13:27
Buckethead,Crime Slunk Scene,Soothsayer (Dedicated to Aunt Suzie),30 Mar 2020 12:55
The Pretty Reckless,Going to Hell,Why'd You Bring a Shotgun to the Party,30 Mar 2020 12:52
The Pretty Reckless,Going to Hell,Burn,30 Mar 2020 12:50
The Pretty Reckless,Going to Hell,Absolution,30 Mar 2020 12:46
The Pretty Reckless,Going to Hell,Sweet Things,30 Mar 2020 12:40
Great Gable,GG,Drift,30 Mar 2020 12:36
Black Rebel Motorcycle Club,Baby 81,Berlin,30 Mar 2020 12:33
Weezer,Weezer (Green Album),Smile,30 Mar 2020 12:31
Weezer,Weezer (Green Album),Island in the Sun,30 Mar 2020 12:27
Weezer,The End of the Game,The End of the Game,30 Mar 2020 12:24
Weezer,Weezer,Say It Ain't So,30 Mar 2020 12:20
Trivium,Catastrophist,Catastrophist,30 Mar 2020 10:37
Trivium,What The Dead Men Say/Catastrophist,What the Dead Men Say,30 Mar 2020 10:13
12 Stones,The Only Easy Day Was Yesterday,We Are One,30 Mar 2020 10:09
Pearl Jam,Gigaton,River Cross,30 Mar 2020 10:04
Pearl Jam,Gigaton,Retrograde,30 Mar 2020 09:58
Pearl Jam,Gigaton,Comes Then Goes,30 Mar 2020 09:52
Pearl Jam,Gigaton,Buckle Up,30 Mar 2020 09:49
Pearl Jam,Gigaton,Take the Long Way,30 Mar 2020 09:45
Pearl Jam,Gigaton,Never Destination,30 Mar 2020 09:41
Pearl Jam,Gigaton,Seven O'Clock,30 Mar 2020 09:34
Pearl Jam,Gigaton,Alright,30 Mar 2020 09:31
Pearl Jam,Gigaton,Quick Escape,30 Mar 2020 09:26
Pearl Jam,Gigaton,Dance Of The Clairvoyants,30 Mar 2020 09:21
Pearl Jam,Gigaton,Superblood Wolfmoon,30 Mar 2020 08:36
Pearl Jam,Gigaton,Who Ever Said,30 Mar 2020 06:54
Weezer,Weezer,Buddy Holly,30 Mar 2020 06:51
Oasis,Be Here Now,All Around the World,30 Mar 2020 06:08
Joni Mitchell,Ladies of the Canyon,Big Yellow Taxi,30 Mar 2020 06:06
The Garden,Kiss My Super Bowl Ring,Kiss My Super Bowl Ring,30 Mar 2020 06:03
Weezer,Weezer (Green Album),Island in the Sun,29 Mar 2020 22:20
The Pretty Reckless,Going to Hell,House on a Hill,29 Mar 2020 22:15
Ozzy Osbourne,Down To Earth,Dreamer,29 Mar 2020 22:10
STS,Grenzenlos,Irgendwann Bleib I Dann Dort,29 Mar 2020 22:07
Oasis,(What's The Story) Morning Glory? (Remastered),Don't Look Back In Anger - Remastered,29 Mar 2020 21:54
Oasis,Be Here Now,Don't Go Away,29 Mar 2020 21:49
Counting Crows,Hard Candy,Big Yellow Taxi,29 Mar 2020 21:45
Counting Crows,This Desert Life,Colorblind,29 Mar 2020 21:41
Counting Crows,Films About Ghosts: The Best of...,Accidentally in Love,29 Mar 2020 21:38
Counting Crows,August And Everything After,Mr. Jones,29 Mar 2020 21:34
Avenged Sevenfold,Waking The Fallen,And All Things Will End,29 Mar 2020 21:26
Avenged Sevenfold,Waking The Fallen,Clairvoyant Disease,29 Mar 2020 21:21
Avenged Sevenfold,Waking The Fallen,I Won't See You Tonight Part 2,29 Mar 2020 21:16
Avenged Sevenfold,Waking The Fallen,I Won't See You Tonight Part 1,29 Mar 2020 18:08
Daron Malakian and Scars on Broadway,Scars on Broadway,They Say,29 Mar 2020 18:05
System of a Down,Steal This Album!,Mr. Jack,29 Mar 2020 17:41
Daron Malakian and Scars on Broadway,Scars on Broadway,Funny,29 Mar 2020 17:38
The All-American Rejects,Sweat,Sweat,29 Mar 2020 17:35
The All-American Rejects,Send Her To Heaven,Send Her To Heaven,29 Mar 2020 17:32
Lorde,Witchy Vibes,Everybody Wants to Rule the World,29 Mar 2020 13:20
Pantera,Cowboys From Hell,The Sleep,29 Mar 2020 12:22
Motörhead,Kiss of Death,God Was Never on Your Side,29 Mar 2020 12:18
Motörhead,Kiss of Death,Trigger,29 Mar 2020 12:14
Satyricon,The Age of Nero,The Wolfpack,29 Mar 2020 12:10
Motörhead,On Parole,On Parole - 1997 Remaster,29 Mar 2020 12:04
Satyricon,Now Diabolical,K.I.N.G,29 Mar 2020 12:01
Satyricon,Now Diabolical,Now Diabolical,29 Mar 2020 11:55
Behemoth,I Loved You at Your Darkest,Bartzabel,29 Mar 2020 11:49
Amon Amarth,Jomsviking,The Way Of Vikings,29 Mar 2020 11:44
Whitechapel,The Valley,Hickory Creek,29 Mar 2020 11:20
Kvelertak,Kvelertak,Fossegrim,29 Mar 2020 11:16
Cradle of Filth,Midian,Her Ghost in the Fog,29 Mar 2020 11:10
Cradle of Filth,Nymphetamine special edition,Nymphetamine Fix,29 Mar 2020 11:05
Attila,Rage,Rage,29 Mar 2020 11:01
Attila,About That Life,Middle Fingers Up,29 Mar 2020 10:58
Buckethead,Colma,Whitewash,29 Mar 2020 10:54
Gojira,Magma,Low Lands,29 Mar 2020 10:48
Meshuggah,Nothing,Spasm,29 Mar 2020 10:43
Behemoth,The Satanist,O Father O Satan O Sun!,29 Mar 2020 10:36
Rammstein,Rammstein,AUSLÄNDER,28 Mar 2020 19:26
Rammstein,Mutter,Feuer frei!,28 Mar 2020 19:13
Rammstein,Liebe Ist für Alle Da (Special Edition),Pussy,28 Mar 2020 19:08
Rammstein,Made In Germany 1995 - 2011 (Special Edition),Mein Land,28 Mar 2020 19:04
Rammstein,Rammstein,AUSLÄNDER,28 Mar 2020 19:00
Trivium,In Waves (Special Edition),Black,28 Mar 2020 18:55
Trivium,In Waves (Special Edition),Black,28 Mar 2020 18:55
Now Now,Saved,MJ,28 Mar 2020 18:45
Now Now,Saved,Sgl,28 Mar 2020 18:00
Now Now,Threads,Dead Oaks,28 Mar 2020 17:59
Land of Talk,Some Are Lakes,Some Are Lakes,28 Mar 2020 17:55
Land of Talk,Some Are Lakes,It's Okay,28 Mar 2020 12:03
Manic Street Preachers,This Is My Truth Tell Me Yours,If You Tolerate This Your Children Will Be Next,28 Mar 2020 11:37
Bowling for Soup,Already Gone,Already Gone,28 Mar 2020 11:34
Black Rebel Motorcycle Club,Baby 81,Berlin,28 Mar 2020 11:30
Great Gable,GG,Drift,28 Mar 2020 11:26
Arctic Monkeys,Favourite Worst Nightmare,Fluorescent Adolescent,28 Mar 2020 11:23
Darkthrone,Old Star,Alp Man,28 Mar 2020 00:34
Behemoth,The Satanist,Blow Your Trumpets Gabriel,28 Mar 2020 00:30
Fit For An Autopsy,The Great Collapse,Black Mammoth,28 Mar 2020 00:25
Kreator,Gods Of Violence,Satan Is Real,28 Mar 2020 00:21
Kreator,666 - World Divided,666 - World Divided,28 Mar 2020 00:16
At the Drive-In,Relationship of Command,Quarantined,28 Mar 2020 00:10
At the Drive-In,Relationship of Command,One Armed Scissor,28 Mar 2020 00:06
Trivium,Ember To Inferno,Ember To Inferno,28 Mar 2020 00:02
Trivium,Ember To Inferno,Requiem,27 Mar 2020 23:57
Trivium,Ascendancy,Dying In Your Arms,27 Mar 2020 23:54
Trivium,Ember To Inferno,Pillars Of Serpents,27 Mar 2020 23:49
Trivium,In Waves (Special Edition),Black,27 Mar 2020 20:17
Trivium,In Waves (Special Edition),Built to Fall,27 Mar 2020 20:14
Trivium,In Waves (Special Edition),In Waves,27 Mar 2020 20:09
Avenged Sevenfold,Waking The Fallen,Radiant Eclipse,27 Mar 2020 11:04
Avenged Sevenfold,Waking The Fallen,Second Heartbeat,27 Mar 2020 10:57
Avenged Sevenfold,Waking The Fallen,Eternal Rest,27 Mar 2020 10:52
Avenged Sevenfold,Waking The Fallen,Desecrate Through Reverence,27 Mar 2020 10:44
Avenged Sevenfold,Waking The Fallen,Remenissions,27 Mar 2020 10:38
Avenged Sevenfold,Waking The Fallen,Chapter Four,27 Mar 2020 09:36
Avenged Sevenfold,Waking The Fallen,Unholy Confessions,27 Mar 2020 09:32
Avenged Sevenfold,Waking The Fallen,Waking The Fallen,27 Mar 2020 09:30
Trivium,Lake of Fire,Lake of Fire,27 Mar 2020 09:16
Weezer,Maladroit,December,27 Mar 2020 09:13
Weezer,Maladroit,Love Explosion,27 Mar 2020 09:10
Weezer,Maladroit,Possibilities,27 Mar 2020 09:08
Weezer,Maladroit,Fall Together,27 Mar 2020 09:06
Weezer,Maladroit,Slave,27 Mar 2020 09:03
Trivium,Ascendancy,Dying In Your Arms,27 Mar 2020 09:00
Trivium,Ascendancy,Like Light To The Flies,27 Mar 2020 08:54
Trivium,Ascendancy,A Gunshot To The Head Of Trepidation,27 Mar 2020 08:49
Trivium,Ascendancy,Pull Harder on the Strings of Your Martyr,27 Mar 2020 08:44
Trivium,The Sin And The Sentence,Beauty in the Sorrow,27 Mar 2020 08:39
Trivium,The Sin And The Sentence,The Wretchedness Inside,27 Mar 2020 08:34
NOFX,I Love You More Than I Hate Me,I Love You More Than I Hate Me,27 Mar 2020 08:31
Trivium,The Crusade,This World Can't Tear Us Apart,27 Mar 2020 08:27
Trivium,The Crusade,Becoming The Dragon,27 Mar 2020 08:23
Trivium,The Crusade,Anthem (We Are the Fire),27 Mar 2020 07:52
Avenged Sevenfold,Not Ready to Die (From Call of the Dead),Not Ready to Die - From Call of the Dead,27 Mar 2020 07:45
Avenged Sevenfold,Carry On,Carry On,27 Mar 2020 07:41
The All-American Rejects,Sweat,Sweat,27 Mar 2020 07:38
Trivium,The Crusade,Entrance Of The Conflagration,27 Mar 2020 06:50
Trivium,The Crusade,Detonation,27 Mar 2020 06:45
Trivium,The Crusade,Ignition,27 Mar 2020 06:41
Trivium,Silence In the Snow (Special Edition),The Darkness of My Mind,27 Mar 2020 06:36
Trivium,Silence In the Snow (Special Edition),Breathe in the Flames,27 Mar 2020 06:31
Trivium,Silence In the Snow (Special Edition),Until the World Goes Cold,27 Mar 2020 06:26
Trivium,Silence In the Snow (Special Edition),The Ghost That's Haunting You,27 Mar 2020 06:22
Trivium,Silence In the Snow (Special Edition),Dead and gone,27 Mar 2020 06:18
Trivium,Silence In the Snow (Special Edition),Silence In The Snow,27 Mar 2020 06:14
Scooter,Jumping All Over The World,Jumping All Over The World,27 Mar 2020 05:58
Denzel Curry,TA13OO,CLOUT COBAIN | CLOUT CO13A1N,26 Mar 2020 16:09
Sleep,Sleep's Holy Mountain,Holy Mountain,26 Mar 2020 15:59
Sleep,Sleep's Holy Mountain,Dragonaut,26 Mar 2020 15:53
The All-American Rejects,Move Along,It Ends Tonight,26 Mar 2020 15:49
Ghost,Infestissumam,Jigolo Har Megiddo,26 Mar 2020 15:45
Böhse Onkelz,Dopamin,Macht für den der sie nicht will,26 Mar 2020 15:41
Amon Amarth,Versus The World (Bonus Edition),Where Silent Gods Stand Guard,26 Mar 2020 13:16
Metallica,Ride The Lightning (Remastered),For Whom The Bell Tolls - Remastered,26 Mar 2020 13:10
Ensiferum,Unsung Heroes,In My Sword I Trust,26 Mar 2020 13:05
Ensiferum,One Man Army,One Man Army,26 Mar 2020 13:01
Trivium,Shogun (Special Edition),Shogun,26 Mar 2020 12:49
Trivium,Shogun (Special Edition),Torn Between Scylla and Charybdis,26 Mar 2020 12:42
Satyricon,Deep Calleth Upon Deep,The Ghost of Rome,26 Mar 2020 12:37
Manic Street Preachers,The Holy Bible 20 (Remastered),Yes - Remastered,26 Mar 2020 12:32
Dethklok,The Dethalbum,The Lost Vikings,26 Mar 2020 12:28
Dry Kill Logic,The Dead and Dreaming,Paper Tiger,26 Mar 2020 12:24
Dethklok,The Dethalbum,Fansong,26 Mar 2020 11:43
Dry Kill Logic,The Darker Side of Nonsense,Rot,26 Mar 2020 11:38
Dethklok,The Dethalbum,Go Forth and Die,26 Mar 2020 11:34
PUP,The Dream Is Over,Pine Point,26 Mar 2020 11:30
American Head Charge,The War Of Art,Just So You Know,26 Mar 2020 11:24
Static-X,Cult of Static,Hypure,26 Mar 2020 11:20
Dethklok,Dethalbum III,Skyhunter,26 Mar 2020 11:16
Dethklok,Dethalbum II,Laser Cannon Deth Sentence,26 Mar 2020 11:11
Dethklok,Dethalbum II,The Gears,26 Mar 2020 11:06
Dethklok,Dethalbum II,Bloodlines,26 Mar 2020 10:37
Ministry,Filth Pig,Lay Lady Lay,26 Mar 2020 10:31
Static-X,Shadow Zone (U.S. Version),The Only,26 Mar 2020 10:28
Static-X,Cannibal,Cannibal,26 Mar 2020 10:25
Spineshank,The Height of Callousness,New Disease,26 Mar 2020 10:21
Dead By Sunrise,Out of Ashes,Let Down,26 Mar 2020 10:17
Dead By Sunrise,Out of Ashes,Inside Of Me,26 Mar 2020 10:15
Dead By Sunrise,Out of Ashes,Too Late,26 Mar 2020 10:12
Dead By Sunrise,Out of Ashes,Crawl Back In,26 Mar 2020 10:09
Mark Morton,Cross Off,Cross Off,26 Mar 2020 09:30
Ghost,Prequelle,Life Eternal,26 Mar 2020 09:27
Ghost,Prequelle,Faith,26 Mar 2020 08:59
Ghost,Opus Eponymous,Genesis,26 Mar 2020 08:55
Ghost,Opus Eponymous,Prime Mover,26 Mar 2020 08:51
Ghost,Opus Eponymous,Death Knell,26 Mar 2020 08:46
Ghost,Opus Eponymous,Satan Prayer,26 Mar 2020 08:41
Ghost,Opus Eponymous,Stand by Him,26 Mar 2020 08:37
Ghost,Opus Eponymous,Elizabeth,26 Mar 2020 08:33
Ghost,Opus Eponymous,Ritual,26 Mar 2020 08:29
Ghost,Opus Eponymous,Con Clavi Con Dio,26 Mar 2020 08:25
Ghost,Opus Eponymous,Deus Culpa,26 Mar 2020 08:23
The Pretty Reckless,Going to Hell,House on a Hill,26 Mar 2020 08:19
Ghost,Meliora (Deluxe Edition),Absolution,26 Mar 2020 08:14
Ghost,Popestar,Bible,26 Mar 2020 07:55
Ghost,Popestar,Missionary Man,26 Mar 2020 07:52
Die Ärzte,Le Frisur,3-Tage-Bart,26 Mar 2020 07:48
Ghost,Infestissumam,Monstrance Clock,25 Mar 2020 15:32
Ghost,Infestissumam,Year Zero,25 Mar 2020 15:12
Ghost,Infestissumam,Ghuleh / Zombie Queen,25 Mar 2020 15:04
Ghost,Infestissumam,Jigolo Har Megiddo,25 Mar 2020 15:00
Ghost,Infestissumam,Secular Haze,25 Mar 2020 14:55
Ghost,Infestissumam,Per Aspera Ad Inferi,25 Mar 2020 14:51
Ghost,Infestissumam,Infestissumam,25 Mar 2020 14:49
Ghost,Meliora,Absolution,25 Mar 2020 14:44
Ghost,Seven Inches of Satanic Panic,Mary On A Cross,25 Mar 2020 14:40
Ghost,Prequelle,Rats,25 Mar 2020 14:36
Ghost,Prequelle,Dance Macabre,25 Mar 2020 14:32
Ghost,Meliora (Deluxe Edition),He Is,25 Mar 2020 14:28
Sweven,The Eternal Resonance,The Sole Importance,25 Mar 2020 14:20
Ghost,Meliora (Deluxe Edition),Square Hammer,25 Mar 2020 14:16
Mastodon,The Hunter,Stargasm,25 Mar 2020 14:11
Mastodon,The Hunter,Blasteroid,25 Mar 2020 14:09
Mastodon,The Hunter,Black Tongue,25 Mar 2020 13:58
Eminem,Music To Be Murdered By,Godzilla (feat. Juice WRLD),25 Mar 2020 13:55
Amon Amarth,Versus The World (Bonus Edition),Where Silent Gods Stand Guard,25 Mar 2020 13:49
Amon Amarth,Versus The World (Bonus Edition),Across The Rainbow Bridge,25 Mar 2020 13:44
Amon Amarth,Fate of Norns,The Pursuit of Vikings,25 Mar 2020 13:40
Arch Enemy,Black Earth (Reissue),Bury Me an Angel,25 Mar 2020 12:47
Amon Amarth,Jomsviking,A Dream That Cannot Be,25 Mar 2020 12:43
Amon Amarth,Jomsviking,The Way Of Vikings,25 Mar 2020 12:37
Amon Amarth,Jomsviking,At Dawn's First Light,25 Mar 2020 12:34
Amon Amarth,Twilight of the Thunder God,Twilight of the Thunder God,25 Mar 2020 12:29
Amon Amarth,Twilight of the Thunder God,Guardians of Asgaard,25 Mar 2020 12:25
Amon Amarth,Jomsviking,Raise Your Horns,25 Mar 2020 12:21
Amon Amarth,Jomsviking,First Kill,25 Mar 2020 11:55
Arch Enemy,Wages of Sin,Ravenous,25 Mar 2020 11:49
Dark Tranquillity,The Gallery,Edenspring,25 Mar 2020 11:44
Arch Enemy,War Eternal,War Eternal,25 Mar 2020 11:40
Dark Tranquillity,The Gallery,Punish My Heaven,25 Mar 2020 11:35
In Flames,A Sense of Purpose (The Mirror's Truth Version),Alias,25 Mar 2020 11:30
At the Gates,The Red in the Sky Is Ours,Kingdom Gone,25 Mar 2020 10:29
In Flames,Battles,Like Sand,25 Mar 2020 10:26
